taxonomy	SCD66	SCD67	SCD68	SCD69	SCD70	SCD73	SCD72	SCD82	SCD75	SCD76	SCD77	SCD83	SCD137	SCD79	SCD80	SCD84	SCD81	SCD106	SCD88	SCD91	SCD86	SCD138	SCD107	SCD90	SCD87	SCD92	SCD154	SCD93	SCD94	SCD139	SCD109	SCD129	SCD110	SCD97	SCD98	SCD99	SCD112	SCD100	SCD122	SCD101	SCD130	SCD103	SCD104	SCD140	SCD102	SCD105	SCD113	SCD145	SCD156	SCD141	SCD114	SCD115	SCD116	SCD111	SCD147	SCD142	SCD143	SCD117	SCD132	SCD124	SCD125	SCD126	SCD118	SCD119	SCD150	SCD157	SCD127	SCD133	SCD128	SCD136	SCD144	SCD151	SCD152	SCD153	CD001	CD002	CD003	CD004	CD005	CD006	CD007	CD008	CD009	CD010	CD011	CD012	CD013	CD014	CD015	CD016	CD017	CD018	CD019	CD020	CD021	CD022	CD023	CD024	CD025	CD026	CD028	CD029	CD030	CD031	CD032	CD033	CD034	CD035	CD036	CD037	CD038	CD039	CD040	CD041	CD042	CD043	CD044	CD045	CD046	CD047	CD048	CD049	CD050	CD051	CD052	CD053	CD054	CD055	CD056	CD057	CD059	CD060	CD061	CD062	CD063	CD064	CD065	CD066	CD067	CD068	CD069	CD070	CD071	CD072	CD073	CD074	CD075	CD076	CD078	CD079	CD080	CD081	CD082	CD083	CD084	CD085	CD086	CD087	CD088	CD089	CD090	CD091	CD092	CD093	CD094	CD095	CD096	CD097	CD098	CD099	CD100	CD101	CD102	CD103	CD105	CD106	CD107	CD108	CD109	CD112	CD113	CD114	CD115	CD116	CD118	CD119	CD120	CD121	CD122	CD123	CD124	CD125	CD126	CD127	CD128	CD129	CD130	CD131	CD132	CD133	CD134	CD135	CD136	CD137	CD138	CD139	CD140	CD141	CD142	CD143	CD144	CD145	CD146	CD147	CD151	CD153	CD154	CD155	CD156	CD157	CD158	CD159	CD161	CD162	CD163	CD164	CD167	CD168	CD169	CD171	CD172	CD173	CD174	CD175	CD180	CD181	CD182	CD183	CD184	ACC0147	ACC0163	ACC0048	ACC0102	ACC0034	ACC0138	ACC0096	ACC0049	MiRES012	ACC0080	ACC0032	ACC0108	ACC0097	MiRES005	ACC0265	ACC0110	ACC0192	ACC0013	ACC0114	ACC0136	MiRES011	ACC0169	MiRES003	ACC0135	ACC0066	MiRES009	MiREL020	MIRES007	ACC0009	ACC0031	MiRES004
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	5.77258	0.51801	16.46186	4.55629	0.41822	1.90851	0.30697	6.88916	0.17197	0.18354	0.07506	10.9856	3.56311	0.45788	0	17.08755	13.59286	2.18974	2.99923	0.37091	0.61706	2.46047	0.13978	3.17978	21.81528	5.44448	0.75834	17.16573	1.44915	0	6.25948	15.02657	12.61162	2.18998	5.8461	2.4047	6.96432	2.97952	10.98836	0.83723	8.13928	3.87257	7.22595	3.45837	2.06847	0.9521	4.59332	13.70189	6.38162	1.13615	5.75605	3.26467	2.94629	3.55356	6.04969	35.58635	13.19389	14.96664	7.23568	5.14484	2.95506	0	0.6899	4.03324	19.7938	5.64101	4.2352	0.88712	6.00015	9.66188	13.65225	2.72192	2.68599	6.45216	0	69.03205	59.44191	22.35818	67.74006	0	15.17198	0.07084	73.80985	52.31895	58.60121	26.79017	15.4366	18.24319	47.02873	0.71861	4.68114	1.52889	0	24.29932	72.85051	1.4862	21.18295	0.69206	0	3.1263	20.07599	19.99492	10.03058	69.28039	7.81571	3.06067	67.97572	6.22787	41.37418	22.72609	14.32252	10.03231	36.20812	0.25667	25.42661	6.45046	63.7432	21.10143	46.87625	28.61786	0	0.00436	2.19072	0	12.52064	51.30965	21.07177	70.76459	24.2207	14.01862	23.04761	31.20758	8.11816	66.80514	9.5396	71.86791	40.66483	29.50963	24.31259	31.21864	1.63148	20.51646	24.61207	15.53801	70.98893	17.06645	21.14754	21.60299	15.08898	52.86678	18.38827	78.71477	42.9955	14.52848	12.93678	5.78612	41.24488	30.44951	15.92779	10.22907	7.78663	0.8257	5.80947	2.96351	18.89535	59.68355	33.89767	1.16325	14.88642	0.14952	23.23276	11.36064	41.56013	54.91818	19.25918	45.84571	5.28748	7.14669	0.00668	0.75715	0.42687	14.16887	0	8.29961	20.40321	16.14787	13.40129	21.69356	5.21059	18.53724	10.57455	11.05188	33.73724	71.15064	8.58128	0.07462	2.5237	7.26845	28.51369	32.77028	48.02784	18.42204	22.17595	0.34462	0.026950000000000002	0.13164	47.97893	40.79783	21.40667	3.4685	18.81436	12.56072	0.25422	9.97376	66.06175	26.49078	30.08049	25.19298	39.05933	49.28569	1.53022	1.39819	18.56273	16.61774	0	33.47657	0.7933	50.66555	3.13784	35.90605	27.38417	29.3331	0.19943	22.20493	3.27586	5.10226	0.60842	4.5475	5.19716	7.00918	43.13717	59.49045	23.80645	11.26181	26.04312	13.27425	9.92915	52.435	20.31137	26.55984	6.82953	4.67013	21.86019	27.85774	6.87233	0.4261	32.47852	27.32215	3.27847	51.64125	23.25525	11.60625	9.49629	0.30347	19.81076	22.51646	32.83607	30.11438	17.66117	24.51956
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	3.87471	9.36133	7.43901	1.15011	5.97518	5.80516	6.79387	6.54633	1.48015	8.39461	5.26291	1.34407	4.17321	0.63355	0.09926	12.19464	7.32404	13.09913	6.45954	0.40654	11.04173	5.29137	8.86812	4.78188	1.39092	8.73138	1.31711	0.84109	5.24212	1.5e-4	0.45425	5.26738	1.22679	2.59393	26.0439	8.54577	0.53318	0.69726	0.40676	1.37981	2.36079	6.08068	1.70704	3.33673	13.67627	1.22946	2.69352	2.359	6.91448	10.81392	4.58622	1.10745	4.70416	16.16869	5.87831	1.52292	1.76316	8.43116	6.97993	2.73323	2.9119	0.09289	12.25115	0.68934	1.36791	3.75153	0.94087	0.87564	2.74194	0.24363	1.58215	0.04496	1.59379	5.46521	0.02284	2.65643	2.19822	9.66393	0.92735	0	7.02522	0.19747	0.0316	0.59867	0.00467	7.45608	46.25472	0.23391	1.22659	0	12.42138	0.14296	0.727	0.10925	2.01394	2.97642	1.86564	0	0	0.02202	1.06755	4.25931	0.24309	2.42629	8.7376	6.6324	5.05658	3.40131	13.7928	1.01462	1.52868	13.76731	1.91744	0	9.46527	13.43108	1.49693	2.16965	5.88357	8.43689	0	2.82451	18.7029	1.2e-4	4.94481	6.628	2.03347	1.17936	12.75863	17.53279	0.10457	1.09764	1.03908	3.51903	3.74911	0.80403	6.01987	2.67034	2.79127	2.44859	0.03753	2.5461	3.42006	1.27406	0.64917	12.7784	0	0.03756	10.18067	20.37605	3.82596	5.75923	1.41123	52.3678	6.80911	4.82421	15.60603	0.06287	1.97146	1.31066	4.26661	11.09129	4.4704	0.84765	0.11591	1.30879	2.33525	5.43581	19.50181	0.53139	7.15661	5.18354	19.92278	4.20597	4.49712	4.1639	2.32666	0.00792	2.4e-4	9.96518	0	12.63816	7e-5	13.00631	1.35258	1.04857	1.82066	6.51402	4.15523	2.19371	4.74578	16.05025	2.98852	0.29822	0.06909	0.90942	2.45008	3.21131	0.94128	0.20897	0.44307	2.14183	0.02705	0.1367	0.25282	0.11904000000000001	0.21528	24.21161	3.94654	3.20587	9.42555	4.23209	0.00402	3.42795	2.28632	4.86712	6.07184	1.83982	1.51453	3.18723	0.6113	0.61363	15.65179	4.14143	0	0.01713	0.01339	0.0643	12.63325	0.00225	4.0407	4.75308	24.74581	3.88426	3.63974	22.59672	2.96306	0.87723	8.81711	6.25255	2.4514	0.67046	0.05508	4.71332	1.22693	1.69653	4.84307	1.41328	2.51954	1.22551	8.17537	1.90651	0.31503	0.48031	10.7585	0.03721	0.20198	14.04654	7.42887	0.76675	5.38825	2.27412	0.01115	1.35948	1.07473	3.42368	1.22846	2.01793	14.22132	2.1921
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763	1.7623	0	0	0	0	0	0	0.0275	0	0	0.48405	0.04138	0.19828	0	0	0	0	0	0	0	0.25152	0	0	1.38856	0	0	0	0	0	0	0	0	0	0.06324	0	1.83906	0	0	0	0	0.5745	0	0	0.42318	0	0	0	0	0	0.07948	0	0	0	0	0.10842	0	0	0	0	0	0	0	0.07489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1498	0.02927	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes	1.61977	1.52943	5.98639	0.98823	11.24222	18.28068	7.595	2.68927	1.09276	63.56469	0.09377	2.80972	4.41182	39.96334	0.05196	6.25342	3.48532	8.14077	0.84607	2.66524	0.21986	4.13419	0.2658	4.77497	45.55822	1.57213	21.97028	19.90955	27.38337	1.7316	3.00961	3.42772	35.90029	4.32276	8.27616	0.3719	22.69122	29.53535	49.06584	5.65329	1.41558	1.15452	6.77372	0.35289	7.03894	8.62174	2.78577	3.97031	2.92372	7.716	17.20972	0.21341	11.59286	2.4368	12.31522	12.04081	49.11315	1.17814	7.17166	4.28191	4.93542	1.14521	2.55747	84.29687	10.55152	4.34384	8.91631	8.02559	15.18519	0.45813	67.53602	3.66244	5.27303	28.38083	15.23784	3.6311	5.64632	3.24533	7.16494	0	3.55433	0.03438	0.53836	9.6097	1.32546	1.72505	0.74973	1.99223	1.43568	1.88457	32.9223	3.22408	9.3166	41.97883	2.73428	12.26913	12.37166	17.43821	1.1344	8.35391	0.24569	2.64554	2.64828	0.62373	3.12931	7.65772	3.2597	3.5349	3.9675	4.17843	2.51744	5.44249	4.60474	0.08285	0.23893	3.896	3.78236	12.95625	2.12035	23.6354	0.63816	0.00621	0.52591	4.59666	3.51125	15.64079	5.54826	4.82557	0.63099	1.71886	2.00698	6.90366	4.75416	6.01017	20.13011	6.23007	1.07443	10.70579	0.7118	1.7737	1.59442	0.37793	15.21553	2.91153	1.78087	1.13212	0.59332	7.37626	12.58224	0.30445	5.96723	2.1009	1.21033	1.6752	0.71664	11.70082	1.18582	0.71893	0.61331	1.08307	9.92115	0.15091	22.85807	9.01809	1.07544	0.71759	4.81817	1.55747	2.22507	3.32464	0.0758	17.49947	8.40505	13.20292	3.7919	6.17827	16.37976	34.61913	0.63092	0.1518	0.02279	0.27804	1.25365	7.05783	0.47289	8.98353	15.58806	18.01017	3.77418	0.67697	3.30547	6.0901	8.32357	1.65668	1.54142	2.85534	16.35137	38.47622	1.06392	27.62133	1.56435	0.52757	0.76051	22.42425	10.88207	1.07262	1.67775	8.05186	1.70059	0.42484	0.01037	26.22817	0.0191	0.82182	2.47038	9.75082	3.19002	7.68801	3.0598	4.69241	0.07336	0.0301	0.86227	1.33682	3.22524	1.95483	0.91463	25.41512	18.84787	33.07193	1.27835	8.06226	0.00971	34.9228	0.76977	9.0875	1.85891	1.51049	5.05524	0.01208	1.72859	1.32721	4.27204	9.98293	1.22234	61.16165	0.37066	22.96922	3.19289	9.91209	0.82955	35.09582	4.15508	1.07308	1.30093	0.13922	0.13358	8.11031	2.04731	25.20287	2.08572	4.87037	3.89468	7.61129	3.21283	0.8177	5.2122	0.61935	18.54089	0.64652
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.26294	3.56171	5.46152	1.07571	1.38846	0.24437	2.80281	0.89399	1.39449	0.04791	1.86253	4.60032	1.72843	0.75788	0.77677	0.12717	0.73934	3.10304	1.29954	2.06555	0.26861	0.59312	0.47686	0.16618	0	0.52387	0.35864	0.9545	2.10594	0.00228	1.73093	2.79558	0	2.01451	0.91054	2.79895	2.97791	4.03361	0.02174	0.87336	1.31682	0.60154	0.94286	0.89952	1.20544	2.10855	2.41396	1.99151	0.73241	1.89264	2.37955	4.68911	0.09848	7.96738	1.74521	4.89146	0.13105	3.88154	4.02678	1.33149	1.78894	0.85235	8.70467	0.00567	0.3136	8.87976	1.29976	1.02288	1.08477	6.87945	0.094	0.49155	0.13833	2.29917	0.00817	0.67413	0.2681	1.96594	0.32311	0	0.00862	0.21952	0.73142	9.4135	0.63169	0.94391	5.47663	2.26845	0.11859	0	0.26542	0.28828	0.17615	0.25066	0.14176	0	0.46282	0	0	0.1763	0.29086	0.04949	0.00897	0.11701	0.5061	2.51719	1.70475	1.29082	0.10655	0.1461	3.94775	0.02153	0.03161	0.017	0.06392	0.36572	0.99695	0	0.60509	0.7796	3.14578	1.25513	0.82265	0	0.08372	0.14694	0.77496	0.08941	0.54134	0.21879	0.12076	0.50972	2.38215	0.15463	0.8818	1.63036	0.21027	0.12794	0.40468	0.02993	3.57572	0.40771	0.15821	1.51596	0.15907	0.23697	0	0.06419	0.10474	0.86831	6.41726	0.01341	0.01732	0.72594	1.17664	0.1961	0.96843	0.08135	3.01214	5.29866	0.51093	1.8991	1.89112	1.09155	0.00821	1.17114	0.32278	0	0.78155	0	0.75326	0.09279	2.41803	0.50966	0.01639	1.81524	0.11336	0.15214	0.18271	0.57788	0.6542	2.09268	6.1e-4	0.23369	2.58854	3.2413	0.18327	0.13785	0	0.78797	0.25013	11.61905	0.34126	0.34941	0.13647	0.8104	0.19693	0.35542	3.78506	4.85332	2.58678	0.01795	4.62555	0.17685	4.97553	0.11007	0.11227	0.15757	0.88992	3.00724	0.309	0.02623	0.09488	1.75879	0.10164	0.24672	1.27609	0.20533	1.72128	0.14964	0.128	0.09907	0.0292	0.13234	0.05591	1.29121	0.9318	0.01031	1.08597	1.99676	5.11403	0.24727	0.64363	0.38358	0.03967	0.38796	0.0069	0.51367	0.95873	0.88648	0.32638	1.24165	0.13715	0.36329	3.90327	0.00278	0.94325	0.00151	1.75438	1.2848	0.631	2.27664	0.4903	9.10656	0.52894	0.05349	0.25699	0.39395	0.35797	0.01088	0.63414	3.59223	11.07491	2.51781	2.56014	3.3305	0.3217	3.81249	0.91218	0.61692
k__Bacteria|p__Firmicutes|c__CFGB1249	0.16964	0	0	0	0.01445	0	0.00829	0.05484	0	0	0	0.01	0.01129	0	0	0	0.03829	0	0.0066	0	0.118	0	0	0.07983	0	0	0	0	0	0	0	0	0	0.00141	0	0.23011	0	0	0	0.02227	0	0	0.00177	7.9e-4	0	0	0.00114	0	0	0	0	0.08574	0.00654	0	0.0132	0	0.03067	0	0	0	0	0	0	0	0	0.00226	0	0	0	0	0	0	0.00221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02243	0	0	0	0	4.2e-4
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.16394	0.0016	0.04302	0.0371	0.02116	0.03183	0.31253	0.8129	0	0	0.00209	0.39831	0.02442	0.22301	0.0123	0.00234	0.19271	0.00348	0.11886	0.09652	0.06433	2.34513	0	0.58589	0	0.42287	0.86861	2.85148	0.22943	0	0	0	1.56545	0.05098	0.23508	0	0.0085	0.0201	3.47492	0.01094	0.033	0.02019	0.103	0.02505	0.00093000000000000005	0.28332	0.15324	0	0.24816	0.01198	0.11507	0	0	0.59258	0.11296	0.95813	0.00655	0.43523	0.3967	0.00952	0	0	0.02955	0.20307	0.53316	0.20082	0.15139	1.1195600000000001	0.53366	2.34824	0.34906	0	0.25659	0.07179	0.09457	0.10461	0.81879	0	0	0.03137	1.52929	0.05792	0	0.09644	0	0	0	0.87422	0	0	1.65899	0.00567	0	0.05535	0.01643	0	0.03707	0	0	0	2.04224	0.0012	1.22731	0	0	0.05027	0	0.0385	0.35442	0	0.3045	0	0.0189	0.32348	0.76354	0	0	0.33649	0	0	0	0	0.00146	0	0.08679	0.00115	0.12006	0	0	0.03606	0	0	0	2.2e-4	0	0.01058	0	0.1955	1.55521	0	0	0.03355	0.10194	0	0.03075	0.14238	0	0	0.05412	0	0	0.02537	0.02148	0.06681	0.11194	0	0	0	0	0	0	4.7e-4	0	0.01135	0	0.00365	0.39223	0.41843	0	0	0	0.63347	0.18407	0.17715	0.0517	0.21819	0.01515	0	0	0	0	0	0	0	0	0	2.49262	0	0.0051	0.17627	0	0	0.09963	0.22452	0	0	0	0.01233	0	0.09552	0.04861	0.08581	0	0	0.00838	0.10009	0	0.01545	0.01354	0	0.08281	0.00288	0	0.094	0.93582	0	0	0.9262	0	0	0.04481	0.03717	0.24085	0	0	0	0	1.08257	0	0	0.01806	0	0	0	0	0.12745	0	0.03905	0.09466	0.01608	0.03151	2.68372	0	0.0716	0.77991	0.02231	0.0455	0.18892	0.12018	1.25949	0.03136	0.22669	0.00433	0.17544	0.02569	0	0.51385	1.2056	0.40564	6.05578	0.18062	0	0	0.0018600000000000001	2.35782	0.46865	2.37622	0.84676	0.25996	0.8346
k__Bacteria|p__Firmicutes|c__CFGB9718	0.07642	0	0	0	0.01232	0	0	7.1e-4	0	0	0	0.00855	3.1e-4	0	0	0	0.04699	0	0	0	0	0	0	0.00569	0	0	0	0	0	0	0	0	0	0.05488	0	0	0	0	0	0	0	0.09452	0.0568	0	0	0	0	0	0	0	0	0	0.03292	0.05463	0	0.18343	0	0.01378	0.11849	0	0	0	0.05678	0	0.18826	0.12932	0.01137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03298	0	0.0719	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76783	0.05087	0.06466	0	0	0	0	0	1.25943	0	0	0.08861	1.94953	0.2129	0	0	0	0.45476	0	0	0	0.35463	0	0	0	0	0	0	0	0	0	0	0	0	1.95667	0	0.05126	0	0	1.25674	0	0.15902	0.17396	1.92897	0.5085	0	0	0.21505	0	0.56336	0.98751	0	0	0.11568	0	2.55745	1.11484	0.49804	1.25855	0.01966	0	0	0	0.00793	0	0	0.15693	0.04683	0	0	0	0	0	1.55337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47826	0	0	0	0	0	0	0	0	0	0	0	0.0226	0	0	0.11084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90961
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.0349	0.01369	0.06072	0	0.6706	0.11648	0.07288	1.05939	0	0	9.6e-4	0.67543	0.17121	0	0	0	0.154	0	0.61516	0	0.34761	2.62263	0	0.08535	0	1.48448	0	0	0	0	0	0	0	1.59299	0	2.95988	0	0	0.00614	0	0.13999	0.84759	0.39822	0.48661	0	0.01135	4.17655	0	1.12575	0	5.1e-4	4.42457	11.64402	0.02617	0.28895	0.3467	0	0.23339	0.16798	0	1.33363	0	0.15161	0	0	0.11727	0.01295	0	0	0	0	0	0.25658	0	0	0.35246	1.03154	0.10311	0.41862	0	0.04574	0	0	0.62265	0	0.19733	0	0	0.00173	0	0	0	0	0	0	0.21668	2.14182	0	0	0	0.00844	1.29262	1.11313	0.74997	2.95174	1.56385	0.01691	0.66958	2.94029	1.2e-4	1.46999	0	0	0	0.02096	0	0.14595	0	1.68138	0	0	1.42718	0.00847	0	0.01563	0.02897	1.53857	0	0.15506	0.07432	0	0.06021	0.00895	1.23966	0.05937	0.0917	1.7835	4.25265	8.99686	3.02629	0	0	0	0	1.98091	0	0	0	3.37458	0.77412	1.33275	1.48733	2.1745	0	2.01827	0.05883	2.23067	0	0	0	0	0.2116	0.0331	0.0036	0.04097	0	1.69705	0	2.06091	0	0.30788	2.88246	1.33823	0	1.95976	0.63569	0	0	0	0.00976	0	5.54006	0	0.39927	0	3.12532	0	0.7945	0	34.82953	0.16785	2.3768	0	1.1054	0	0	0	0	0.14894	0	0.26055	1.95506	0	0	0	0	0	0	0.08068	0.11147	0	6.18019	0	0	0.12482	0.4618	0.02429	3.6e-4	0.0082	0.00452	0.01164	0.00663	0.7804	2.83233	0	0	0	0	0.04126	0	0.69703	0.24373	1.79072	0.37262	0.0028	0	0	0.13233	1.10173	0.07955	0	0	0	0	0	0	0	0	2.5e-4	0.20564	0	0.10253	0	0	0.27243	0	0.00597	0.06622	0	0	0	0.02596	0	0	0.21577	0	0.26051	0	0	0.50527
k__Bacteria|p__Firmicutes|c__CFGB3047	0.02539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01339	0	0	0	0	0	0	0	0	0	0.00501	0	0.00531	0	0	0	0	0	0	0	9.5e-4	0	0	0	0	0	0.01235	0	0	0.03318	0	0.00795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03444	0	0	0	0	0	0	0	0.03207	0	0.02174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00966
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified	0.01203	0.12859	0.00886	0.02334	0.02709	0.03297	0.07967	0	0	0.01565	0	0.01166	0.00135	0.00344	0	0.0511	0.00131	0.0338	0.00435	0.00583	0.0166	0.01987	0.03898	0.00313	0	0.07941	0.00108	0	0.04412	0.00243	0.00833	0.02556	0.00262	0	0.00778	0	0.01251	0.00806	0	0.00163	0.00867	0	0.01625	0	0.06992	0.01722	8.3e-4	0.00782	0.00934	0.00458	0.01377	0.00287	1.1e-4	0.05599	0.0015	0.0067	0.00138	0.01839	0.00902	0	0.00327	0.02103	0.00947	0.09084	0.00789	7.9e-4	0.00577	0.00473	0.01401	0.00261	0	0.01176	0	0.01178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00213	0	0	0	0	0.001	0.00388	1.9e-4	0	0	0.00728	0	0	0	0	0	0.00651	0	0	0	6.1e-4	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1011	0.00799	0	0	0	0	0	0	0.01485	0	0	0	0.02618	0.02069	0	0	0	0.0283	0	0.02872	0	0.00824	0	0	0.02675	0	0	0	0	0	0	0	0	0	0.12398	0	0.05429	0	0	0	0	0.02806	0.16704	0	0.01647	0	0	0.00103	0	0.01403	0	0	0.04344	0	0	0.04894	0	0	0.0088	0	0	0	0	0.00408	0	0	0.00311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17307	0	0	0	0	0	0	0	0	0	0	0.01064	0.00165	0	0	0.10867	0	0	0	0	0	0	0	0	0	0.02065	0	0	0	0	0.05573
